num,code,url,status_code,launch_date,year,month,launch_vehicle,launch_site,
1,2019-010E,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2019-010E,200,2019-02-27,2019,2,Soyuz-Fregat,Kourou, French Guiana<br/></p
2,2019-010D,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2019-010D,200,2019-02-27,2019,2,Soyuz-Fregat,Kourou, French Guiana<br/></p
3,2019-010C,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2019-010C,200,2019-02-27,2019,2,Soyuz-Fregat,Kourou, French Guiana<br/></p
4,2019-010B,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2019-010B,200,2019-02-27,2019,2,Soyuz-Fregat,Kourou, French Guiana<br/></p
5,2019-010F,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2019-010F,200,2019-02-27,2019,2,Soyuz-Fregat,Kourou, French Guiana<br/></p
6,2019-010A,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2019-010A,200,2019-02-27,2019,2,Soyuz-Fregat,Kourou, French Guiana<br/></p
7,2020-008A,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2020-008A,200,2020-02-06,2020,2,Soyuz-2.1b/Fregat,Tyuratam (Baikonur Cosmodrome,
8,2020-008B,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2020-008B,200,2020-02-06,2020,2,Soyuz-2.1b/Fregat,Tyuratam (Baikonur Cosmodrome,
9,2020-020L,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2020-020L,200,2020-03-21,2020,3,Soyuz-2.1b,Tyuratam (Baikonur Cosmodrome,
10,2020020AB,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2020020AB,200,2020-03-21,2020,3,Soyuz-2.1b,Tyuratam (Baikonur Cosmodrome,
11,2020-008C,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2020-008C,200,2020-02-06,2020,2,Soyuz-2.1b/Fregat,Tyuratam (Baikonur Cosmodrome,
12,2020-008D,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2020-008D,200,2020-02-06,2020,2,Soyuz-2.1b/Fregat,Tyuratam (Baikonur Cosmodrome,
13,2020-008E,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2020-008E,200,2020-02-06,2020,2,Soyuz-2.1b/Fregat,Tyuratam (Baikonur Cosmodrome,
14,2020-008F,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2020-008F,200,2020-02-06,2020,2,Soyuz-2.1b/Fregat,Tyuratam (Baikonur Cosmodrome,
15,2020-008G,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2020-008G,200,2020-02-06,2020,2,Soyuz-2.1b/Fregat,Tyuratam (Baikonur Cosmodrome,
16,2020-008H,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2020-008H,200,2020-02-06,2020,2,Soyuz-2.1b/Fregat,Tyuratam (Baikonur Cosmodrome,
17,2020-008J,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2020-008J,200,2020-02-06,2020,2,Soyuz-2.1b/Fregat,Tyuratam (Baikonur Cosmodrome,
18,2020-020J,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2020-020J,200,2020-03-21,2020,3,Soyuz-2.1b,Tyuratam (Baikonur Cosmodrome,
19,2020-008K,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2020-008K,200,2020-02-06,2020,2,Soyuz-2.1b/Fregat,Tyuratam (Baikonur Cosmodrome,
20,2020-020X,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2020-020X,200,2020-03-21,2020,3,Soyuz-2.1b,Tyuratam (Baikonur Cosmodrome,
21,2020-020H,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2020-020H,200,2020-03-21,2020,3,Soyuz-2.1b,Tyuratam (Baikonur Cosmodrome,
22,2020-008L,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2020-008L,200,2020-02-06,2020,2,Soyuz-2.1b/Fregat,Tyuratam (Baikonur Cosmodrome,
23,2020-008M,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2020-008M,200,2020-02-06,2020,2,Soyuz-2.1b/Fregat,Tyuratam (Baikonur Cosmodrome,
24,2020020AG,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2020020AG,200,2020-03-21,2020,3,Soyuz-2.1b,Tyuratam (Baikonur Cosmodrome,
25,2020-008N,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2020-008N,200,2020-02-06,2020,2,Soyuz-2.1b/Fregat,Tyuratam (Baikonur Cosmodrome,
26,2020-008P,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2020-008P,200,2020-02-06,2020,2,Soyuz-2.1b/Fregat,Tyuratam (Baikonur Cosmodrome,
27,2020-020S,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2020-020S,200,2020-03-21,2020,3,Soyuz-2.1b,Tyuratam (Baikonur Cosmodrome,
28,2020-008Q,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2020-008Q,200,2020-02-06,2020,2,Soyuz-2.1b/Fregat,Tyuratam (Baikonur Cosmodrome,
29,2020-008R,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2020-008R,200,2020-02-06,2020,2,Soyuz-2.1b/Fregat,Tyuratam (Baikonur Cosmodrome,
30,2020-008S,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2020-008S,200,2020-02-06,2020,2,Soyuz-2.1b/Fregat,Tyuratam (Baikonur Cosmodrome,
31,2020-008T,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2020-008T,200,2020-02-06,2020,2,Soyuz-2.1b/Fregat,Tyuratam (Baikonur Cosmodrome,
32,2020-020T,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2020-020T,200,2020-03-21,2020,3,Soyuz-2.1b,Tyuratam (Baikonur Cosmodrome,
33,2020-008U,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2020-008U,200,2020-02-06,2020,2,Soyuz-2.1b/Fregat,Tyuratam (Baikonur Cosmodrome,
34,2020-008V,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2020-008V,200,2020-02-06,2020,2,Soyuz-2.1b/Fregat,Tyuratam (Baikonur Cosmodrome,
35,2020-008W,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2020-008W,200,2020-02-06,2020,2,Soyuz-2.1b/Fregat,Tyuratam (Baikonur Cosmodrome,
36,2020-020Z,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2020-020Z,200,2020-03-21,2020,3,Soyuz-2.1b,Tyuratam (Baikonur Cosmodrome,
37,2020-008X,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2020-008X,200,2020-02-06,2020,2,Soyuz-2.1b/Fregat,Tyuratam (Baikonur Cosmodrome,
38,2020-008Y,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2020-008Y,200,2020-02-06,2020,2,Soyuz-2.1b/Fregat,Tyuratam (Baikonur Cosmodrome,
39,2020-008Z,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2020-008Z,200,2020-02-06,2020,2,Soyuz-2.1b/Fregat,Tyuratam (Baikonur Cosmodrome,
40,2020020AF,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2020020AF,200,2020-03-21,2020,3,Soyuz-2.1b,Tyuratam (Baikonur Cosmodrome,
41,ONEWEB51,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=ONEWEB51,200,2020-02-06,2020,2,Soyuz-2.1b/Fregat,Tyuratam (Baikonur Cosmodrome,
42,ONEWEB52,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=ONEWEB52,200,2020-02-06,2020,2,Soyuz-2.1b/Fregat,Tyuratam (Baikonur Cosmodrome,
43,ONEWEB53,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=ONEWEB53,200,2020-02-06,2020,2,Soyuz-2.1b/Fregat,Tyuratam (Baikonur Cosmodrome,
44,ONEWEB54,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=ONEWEB54,200,2020-02-06,2020,2,Soyuz-2.1b/Fregat,Tyuratam (Baikonur Cosmodrome,
45,2020-020V,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2020-020V,200,2020-03-21,2020,3,Soyuz-2.1b,Tyuratam (Baikonur Cosmodrome,
46,ONEWEB56,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=ONEWEB56,200,2020-02-06,2020,2,Soyuz-2.1b/Fregat,Tyuratam (Baikonur Cosmodrome,
47,ONEWEB57,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=ONEWEB57,200,2020-02-06,2020,2,Soyuz-2.1b/Fregat,Tyuratam (Baikonur Cosmodrome,
48,ONEWEB58,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=ONEWEB58,200,2020-02-06,2020,2,Soyuz-2.1b/Fregat,Tyuratam (Baikonur Cosmodrome,
49,ONEWEB59,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=ONEWEB59,200,2020-02-06,2020,2,Soyuz-2.1b/Fregat,Tyuratam (Baikonur Cosmodrome,
50,2020020AH,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2020020AH,200,2020-03-21,2020,3,Soyuz-2.1b,Tyuratam (Baikonur Cosmodrome,
51,2020-020E,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2020-020E,200,2020-03-21,2020,3,Soyuz-2.1b,Tyuratam (Baikonur Cosmodrome,
52,ONEWEB62,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=ONEWEB62,200,2020-02-06,2020,2,Soyuz-2.1b/Fregat,Tyuratam (Baikonur Cosmodrome,
53,2020020AA,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2020020AA,200,2020-03-21,2020,3,Soyuz-2.1b,Tyuratam (Baikonur Cosmodrome,
54,2020-020K,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2020-020K,200,2020-03-21,2020,3,Soyuz-2.1b,Tyuratam (Baikonur Cosmodrome,
55,ONEWEB65,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=ONEWEB65,200,2020-02-06,2020,2,Soyuz-2.1b/Fregat,Tyuratam (Baikonur Cosmodrome,
56,2020-020A,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2020-020A,200,2020-03-21,2020,3,Soyuz-2.1b,Tyuratam (Baikonur Cosmodrome,
57,2020-020B,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2020-020B,200,2020-03-21,2020,3,Soyuz-2.1b,Tyuratam (Baikonur Cosmodrome,
58,2020-020Y,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2020-020Y,200,2020-03-21,2020,3,Soyuz-2.1b,Tyuratam (Baikonur Cosmodrome,
59,2020-020G,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2020-020G,200,2020-03-21,2020,3,Soyuz-2.1b,Tyuratam (Baikonur Cosmodrome,
60,2020-020C,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2020-020C,200,2020-03-21,2020,3,Soyuz-2.1b,Tyuratam (Baikonur Cosmodrome,
61,2020-020F,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2020-020F,200,2020-03-21,2020,3,Soyuz-2.1b,Tyuratam (Baikonur Cosmodrome,
62,2020020AE,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2020020AE,200,2020-03-21,2020,3,Soyuz-2.1b,Tyuratam (Baikonur Cosmodrome,
63,2020-020M,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2020-020M,200,2020-03-21,2020,3,Soyuz-2.1b,Tyuratam (Baikonur Cosmodrome,
64,2020-020Q,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2020-020Q,200,2020-03-21,2020,3,Soyuz-2.1b,Tyuratam (Baikonur Cosmodrome,
65,2020020AJ,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2020020AJ,200,2020-03-21,2020,3,Soyuz-2.1b,Tyuratam (Baikonur Cosmodrome,
66,2020020AD,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2020020AD,200,2020-03-21,2020,3,Soyuz-2.1b,Tyuratam (Baikonur Cosmodrome,
67,2020020AK,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2020020AK,200,2020-03-21,2020,3,Soyuz-2.1b,Tyuratam (Baikonur Cosmodrome,
68,2020-020D,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2020-020D,200,2020-03-21,2020,3,Soyuz-2.1b,Tyuratam (Baikonur Cosmodrome,
69,2020-020P,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2020-020P,200,2020-03-21,2020,3,Soyuz-2.1b,Tyuratam (Baikonur Cosmodrome,
70,2020-020W,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2020-020W,200,2020-03-21,2020,3,Soyuz-2.1b,Tyuratam (Baikonur Cosmodrome,
71,2020020AC,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2020020AC,200,2020-03-21,2020,3,Soyuz-2.1b,Tyuratam (Baikonur Cosmodrome,
72,2020-020N,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2020-020N,200,2020-03-21,2020,3,Soyuz-2.1b,Tyuratam (Baikonur Cosmodrome,
73,2020-020R,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2020-020R,200,2020-03-21,2020,3,Soyuz-2.1b,Tyuratam (Baikonur Cosmodrome,
74,2020-020U,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2020-020U,200,2020-03-21,2020,3,Soyuz-2.1b,Tyuratam (Baikonur Cosmodrome,
75,2021-025H,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-025H,200,2021-03-25,2021,3,Soyuz-2.1b,Vostochny Cosmodrome, Russia<
76,2020-100A,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2020-100A,200,2020-12-18,2020,12,Soyuz-2.1b,Vostochny Cosmodrome, Russia<
77,2021-025G,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-025G,200,2021-03-25,2021,3,Soyuz-2.1b,Vostochny Cosmodrome, Russia<
78,2021025AL,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021025AL,200,2021-03-25,2021,3,Soyuz-2.1b,Vostochny Cosmodrome, Russia<
79,2020-100B,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2020-100B,200,2020-12-18,2020,12,Soyuz-2.1b,Vostochny Cosmodrome, Russia<
80,2020-100C,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2020-100C,200,2020-12-18,2020,12,Soyuz-2.1b,Vostochny Cosmodrome, Russia<
81,2020-100D,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2020-100D,200,2020-12-18,2020,12,Soyuz-2.1b,Vostochny Cosmodrome, Russia<
82,2021-025K,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-025K,200,2021-03-25,2021,3,Soyuz-2.1b,Vostochny Cosmodrome, Russia<
83,2021-025J,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-025J,200,2021-03-25,2021,3,Soyuz-2.1b,Vostochny Cosmodrome, Russia<
84,2020-100E,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2020-100E,200,2020-12-18,2020,12,Soyuz-2.1b,Vostochny Cosmodrome, Russia<
85,2021-025A,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-025A,200,2021-03-25,2021,3,Soyuz-2.1b,Vostochny Cosmodrome, Russia<
86,2021-025E,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-025E,200,2021-03-25,2021,3,Soyuz-2.1b,Vostochny Cosmodrome, Russia<
87,2020-100F,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2020-100F,200,2020-12-18,2020,12,Soyuz-2.1b,Vostochny Cosmodrome, Russia<
88,2020-100G,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2020-100G,200,2020-12-18,2020,12,Soyuz-2.1b,Vostochny Cosmodrome, Russia<
89,2020-100H,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2020-100H,200,2020-12-18,2020,12,Soyuz-2.1b,Vostochny Cosmodrome, Russia<
90,2020-100J,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2020-100J,200,2020-12-18,2020,12,Soyuz-2.1b,Vostochny Cosmodrome, Russia<
91,2020-100K,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2020-100K,200,2020-12-18,2020,12,Soyuz-2.1b,Vostochny Cosmodrome, Russia<
92,2020-100L,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2020-100L,200,2020-12-18,2020,12,Soyuz-2.1b,Vostochny Cosmodrome, Russia<
93,2020-100M,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2020-100M,200,2020-12-18,2020,12,Soyuz-2.1b,Vostochny Cosmodrome, Russia<
94,2020-100N,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2020-100N,200,2020-12-18,2020,12,Soyuz-2.1b,Vostochny Cosmodrome, Russia<
95,2020-100P,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2020-100P,200,2020-12-18,2020,12,Soyuz-2.1b,Vostochny Cosmodrome, Russia<
96,2020-100Q,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2020-100Q,200,2020-12-18,2020,12,Soyuz-2.1b,Vostochny Cosmodrome, Russia<
97,2020-100R,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2020-100R,200,2020-12-18,2020,12,Soyuz-2.1b,Vostochny Cosmodrome, Russia<
98,2020-100S,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2020-100S,200,2020-12-18,2020,12,Soyuz-2.1b,Vostochny Cosmodrome, Russia<
99,2020-100T,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2020-100T,200,2020-12-18,2020,12,Soyuz-2.1b,Vostochny Cosmodrome, Russia<
100,2020-100U,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2020-100U,200,2020-12-18,2020,12,Soyuz-2.1b,Vostochny Cosmodrome, Russia<
101,2020-100V,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2020-100V,200,2020-12-18,2020,12,Soyuz-2.1b,Vostochny Cosmodrome, Russia<
102,2020-100W,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2020-100W,200,2020-12-18,2020,12,Soyuz-2.1b,Vostochny Cosmodrome, Russia<
103,2020-100X,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2020-100X,200,2020-12-18,2020,12,Soyuz-2.1b,Vostochny Cosmodrome, Russia<
104,2020-100Y,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2020-100Y,200,2020-12-18,2020,12,Soyuz-2.1b,Vostochny Cosmodrome, Russia<
105,2020-100Z,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2020-100Z,200,2020-12-18,2020,12,Soyuz-2.1b,Vostochny Cosmodrome, Russia<
106,2020100AA,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2020100AA,200,2020-12-18,2020,12,Soyuz-2.1b,Vostochny Cosmodrome, Russia<
107,2020100AB,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2020100AB,200,2020-12-18,2020,12,Soyuz-2.1b,Vostochny Cosmodrome, Russia<
108,2020100AC,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2020100AC,200,2020-12-18,2020,12,Soyuz-2.1b,Vostochny Cosmodrome, Russia<
109,2020100AD,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2020100AD,200,2020-12-18,2020,12,Soyuz-2.1b,Vostochny Cosmodrome, Russia<
110,2020100AE,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2020100AE,200,2020-12-18,2020,12,Soyuz-2.1b,Vostochny Cosmodrome, Russia<
111,2020100AF,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2020100AF,200,2020-12-18,2020,12,Soyuz-2.1b,Vostochny Cosmodrome, Russia<
112,2020100AG,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2020100AG,200,2020-12-18,2020,12,Soyuz-2.1b,Vostochny Cosmodrome, Russia<
113,2020100AH,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2020100AH,200,2020-12-18,2020,12,Soyuz-2.1b,Vostochny Cosmodrome, Russia<
114,2020100AJ,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2020100AJ,200,2020-12-18,2020,12,Soyuz-2.1b,Vostochny Cosmodrome, Russia<
115,2020100AK,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2020100AK,200,2020-12-18,2020,12,Soyuz-2.1b,Vostochny Cosmodrome, Russia<
116,2020100AL,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2020100AL,200,2020-12-18,2020,12,Soyuz-2.1b,Vostochny Cosmodrome, Russia<
117,2020100AM,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2020100AM,200,2020-12-18,2020,12,Soyuz-2.1b,Vostochny Cosmodrome, Russia<
118,2021-025T,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-025T,200,2021-03-25,2021,3,Soyuz-2.1b,Vostochny Cosmodrome, Russia<
119,2021-025S,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-025S,200,2021-03-25,2021,3,Soyuz-2.1b,Vostochny Cosmodrome, Russia<
120,2021-025F,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-025F,200,2021-03-25,2021,3,Soyuz-2.1b,Vostochny Cosmodrome, Russia<
121,2021025AA,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021025AA,200,2021-03-25,2021,3,Soyuz-2.1b,Vostochny Cosmodrome, Russia<
122,2021-025C,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-025C,200,2021-03-25,2021,3,Soyuz-2.1b,Vostochny Cosmodrome, Russia<
123,2021-025D,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-025D,200,2021-03-25,2021,3,Soyuz-2.1b,Vostochny Cosmodrome, Russia<
124,2021-025R,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-025R,200,2021-03-25,2021,3,Soyuz-2.1b,Vostochny Cosmodrome, Russia<
125,2021-025L,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-025L,200,2021-03-25,2021,3,Soyuz-2.1b,Vostochny Cosmodrome, Russia<
126,2021-025P,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-025P,200,2021-03-25,2021,3,Soyuz-2.1b,Vostochny Cosmodrome, Russia<
127,2021-025N,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-025N,200,2021-03-25,2021,3,Soyuz-2.1b,Vostochny Cosmodrome, Russia<
128,2021-025W,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-025W,200,2021-03-25,2021,3,Soyuz-2.1b,Vostochny Cosmodrome, Russia<
129,2021-025U,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-025U,200,2021-03-25,2021,3,Soyuz-2.1b,Vostochny Cosmodrome, Russia<
